City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
130,Port Blair,IN,11.6667,92.75,82.94,78,59,8.79,light rain
131,Yellowknife,CA,62.456,-114.3525,-7.58,73,20,1.99,few clouds
132,Anchorage,US,61.2181,-149.9003,8.64,77,90,3.44,light snow
133,Tsabong,BW,-26.0217,22.401,63.73,34,0,10.04,clear sky
134,Ilulissat,GL,69.2167,-51.1,15.82,73,20,11.5,few clouds
135,Meulaboh,ID,4.1363,96.1285,76.93,87,100,3.06,overcast clouds
136,Linhares,BR,-19.3911,-40.0722,66.92,84,83,2.46,broken clouds
137,Antofagasta,CL,-23.65,-70.4,61.88,73,97,1.79,overcast clouds
138,Cayenne,GF,4.9333,-52.3333,80.1,85,40,1.01,scattered clouds
139,Sinnamary,GF,5.3833,-52.95,78.13,87,67,7.83,broken clouds
140,Bilma,NE,18.6853,12.9164,72.55,23,0,8.88,clear sky
141,Lakselv,NO,70.0513,24.9718,21.02,79,0,20.71,clear sky
142,Rawson,AR,-43.3002,-65.1023,51.17,55,90,12.44,overcast clouds
143,Mezen,RU,65.8522,44.24,20.12,88,100,9.82,overcast clouds
144,Nemuro,JP,43.3236,145.575,46.83,63,17,28.3,few clouds
145,Hermanus,ZA,-34.4187,19.2345,52.81,78,19,9.93,few clouds
146,Kattivakkam,IN,13.2167,80.3167,80.69,95,100,6.42,overcast clouds
147,Atuona,PF,-9.8,-139.0333,77.29,77,100,8.66,light rain
148,Arraial Do Cabo,BR,-22.9661,-42.0278,70.03,72,10,15.7,clear sky
149,Pedro Carbo,EC,-1.8333,-80.2333,74.68,74,93,5.82,overcast clouds
150,Fortuna,US,40.5982,-124.1573,49.98,72,1,1.01,clear sky
151,Buraydah,SA,26.326,43.975,59.45,75,3,8.84,clear sky
152,Mgandu,TZ,-5.95,34.1333,64.67,59,61,2.35,broken clouds
153,Tiznit,MA,29.5833,-9.5,57.58,63,7,0.13,clear sky
154,Moree,AU,-29.4667,149.85,84.22,48,40,13.8,scattered clouds
155,Mamallapuram,IN,12.6264,80.1722,80.65,83,99,8.7,overcast clouds
156,Ahipara,NZ,-35.1667,173.1667,68.29,64,16,11.72,few clouds
157,Airai,TL,-8.9266,125.4092,75.56,55,92,1.39,overcast clouds
158,Nara,JP,34.6851,135.8049,53.49,32,11,15.32,few clouds
159,Abakaliki,NG,6.3163,8.1169,76.1,91,86,6.13,overcast clouds
160,Iqaluit,CA,63.7506,-68.5145,28.13,74,90,13.0,overcast clouds
161,Date,JP,42.4681,140.8681,38.23,74,68,23.58,broken clouds
162,Salalah,OM,17.0151,54.0924,82.49,16,0,10.36,clear sky
163,Batagay,RU,67.6333,134.6333,-29.24,99,21,3.06,few clouds
164,Paso De Carrasco,UY,-34.8603,-56.0522,65.25,52,20,14.97,few clouds
165,Farmington,US,36.7281,-108.2187,43.48,34,1,0.0,clear sky
166,Laurens,US,32.4502,-82.9165,55.78,50,1,9.22,clear sky
167,Sale,MA,34.0389,-6.8166,59.76,94,75,5.75,broken clouds
168,Sal Rei,CV,16.1833,-22.9167,75.76,80,9,18.52,clear sky
169,Valparaiso,CL,-33.0393,-71.6273,58.12,88,90,8.05,haze
170,Longyearbyen,SJ,78.2186,15.6401,3.04,72,20,10.36,few clouds
171,Quang Ngai,VN,15.1167,108.8,76.26,88,100,11.07,overcast clouds
172,Honningsvag,NO,70.9821,25.9704,27.99,62,100,14.36,overcast clouds
173,Zongolica,MX,18.6667,-96.9833,63.37,99,100,1.3,overcast clouds
174,Mtwara,TZ,-10.2667,40.1833,76.86,80,37,6.11,scattered clouds
175,Faanui,PF,-16.4833,-151.75,81.28,73,100,7.18,light rain
176,Adrar,MR,20.5022,-10.0711,75.06,44,100,10.02,overcast clouds
177,Upernavik,GL,72.7868,-56.1549,2.53,88,7,6.24,clear sky
178,Barrow,US,71.2906,-156.7887,-5.78,77,20,3.44,few clouds
179,Viedma,AR,-40.8135,-62.9967,51.44,63,0,7.54,clear sky
180,Lebanon,US,36.2081,-86.2911,35.96,76,1,4.61,clear sky
181,Arlit,NE,18.7369,7.3853,72.0,20,0,3.2,clear sky
182,Coquimbo,CL,-29.9533,-71.3436,58.73,82,90,6.91,overcast clouds
183,Sakakah,SA,29.9697,40.2064,51.37,65,0,3.0,clear sky
184,Alakurtti,RU,66.9672,30.3491,3.49,98,48,3.87,scattered clouds
185,Shebunino,RU,46.4339,141.8603,32.2,74,99,26.57,overcast clouds
186,Kloulklubed,PW,7.0419,134.2556,88.3,76,81,13.85,broken clouds
187,Yumen,CN,40.2833,97.2,27.45,37,3,23.42,clear sky
188,Nanortalik,GL,60.1432,-45.2371,21.99,76,5,15.73,clear sky
189,Dunedin,NZ,-45.8742,170.5036,56.19,61,6,6.82,clear sky
190,Provideniya,RU,64.3833,-173.3,10.51,61,20,20.13,few clouds
191,Sarandi,BR,-23.4436,-51.8739,76.55,38,0,5.75,clear sky
192,Buchanan,LR,5.8808,-10.0467,77.43,87,20,5.53,light rain
193,Ouahigouya,BF,13.5828,-2.4216,76.24,17,5,10.22,clear sky
194,Beringovskiy,RU,63.05,179.3167,-1.91,98,94,13.44,overcast clouds
195,Amahai,ID,-3.3333,128.9167,86.05,64,40,2.84,scattered clouds
196,Kariba,ZW,-16.5167,28.8,73.85,79,91,3.06,overcast clouds
197,Gazojak,TM,41.1875,61.4036,43.52,58,7,7.34,clear sky
198,Bolobo,CD,-2.1667,16.2333,71.06,92,65,2.57,broken clouds
199,Katsuura,JP,35.1333,140.3,64.18,80,96,14.83,overcast clouds
200,Tsuruoka,JP,38.7217,139.8217,47.41,93,75,33.38,mist
201,Barra Patuca,HN,15.8,-84.2833,78.46,81,7,11.45,clear sky
202,Labuhan,ID,-6.8844,112.2051,83.17,70,99,4.74,light rain
203,Kamenka,RU,51.3223,42.7678,28.74,82,100,5.21,overcast clouds
204,Kostomuksha,RU,64.571,30.5767,15.42,79,5,6.53,clear sky
205,Bandarbeyla,SO,9.4942,50.8122,76.19,70,75,9.55,broken clouds
206,Praia,CV,14.9215,-23.5087,77.54,73,20,16.11,few clouds
207,Tias,ES,28.9611,-13.645,64.08,82,0,1.14,clear sky
208,Bom Jardim,BR,-7.7958,-35.5872,75.54,83,84,3.94,broken clouds
209,Geraldton,AU,-28.7667,114.6,76.12,43,0,12.66,clear sky
210,Pedasi,PA,7.5333,-80.0333,76.06,83,100,12.68,overcast clouds
211,Khatanga,RU,71.9667,102.5,-3.62,79,97,22.19,overcast clouds
212,Pinawa,CA,50.1489,-95.8811,10.92,91,58,4.99,broken clouds
213,Simao,CN,22.7886,100.9748,64.94,75,14,3.24,few clouds
214,Pacific Grove,US,36.6177,-121.9166,64.62,43,1,1.99,clear sky
215,Borovskoy,KZ,53.8,64.15,22.33,86,37,14.07,scattered clouds
216,Abalak,RU,58.1286,68.5944,18.45,94,100,9.6,overcast clouds
217,Washington,US,47.5001,-120.5015,40.24,80,7,1.16,clear sky
218,Dimataling,PH,7.5344,123.3738,84.24,74,100,5.61,overcast clouds
219,Ngunguru,NZ,-35.6167,174.5,74.16,69,10,13.18,clear sky
220,Sandy Bay,AU,-42.913,147.3532,73.29,54,75,1.99,broken clouds
221,Slave Lake,CA,55.2834,-114.769,22.98,100,20,8.05,mist
222,Pallisa,UG,1.145,33.7094,64.36,74,100,3.42,overcast clouds
223,Nurobod,UZ,40.9056,69.8023,38.25,44,9,8.48,clear sky
224,Anadyr,RU,64.75,177.4833,-12.5,84,0,8.95,clear sky
225,Klaksvik,FO,62.2266,-6.589,47.32,79,100,30.09,overcast clouds
226,Lakes Entrance,AU,-37.8811,147.981,79.57,58,100,6.49,overcast clouds
227,Port Lincoln,AU,-34.7333,135.8667,64.74,74,100,12.19,overcast clouds
228,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.15,70,48,4.76,scattered clouds
229,Cravo Norte,CO,6.3017,-70.2041,78.19,77,17,4.45,few clouds
230,Tiksi,RU,71.6872,128.8694,-22.18,97,53,7.92,broken clouds
231,Hanzhong,CN,33.0728,107.0303,44.8,54,0,0.69,clear sky
232,Sao Filipe,CV,14.8961,-24.4956,80.98,59,1,9.95,clear sky
233,Zimovniki,RU,47.1483,42.4633,47.21,95,100,8.37,overcast clouds
234,Lorengau,PG,-2.0226,147.2712,82.15,79,100,11.01,overcast clouds
235,Ostrovnoy,RU,68.0531,39.5131,27.55,84,74,8.32,broken clouds
236,Kieta,PG,-6.2167,155.6333,82.69,76,100,3.02,light rain
237,Aksarayskiy,RU,46.7924,48.0119,39.15,81,100,8.93,overcast clouds
238,Gorontalo,ID,0.5412,123.0595,88.84,60,100,1.01,overcast clouds
239,Huarmey,PE,-10.0681,-78.1522,66.07,82,96,6.33,overcast clouds
240,Portoferraio,IT,42.8115,10.3146,62.1,73,100,20.13,overcast clouds
241,Panzhihua,CN,26.5851,101.7128,52.68,70,100,3.51,overcast clouds
242,Vardo,NO,70.3705,31.1107,29.35,49,100,20.09,overcast clouds
243,Batemans Bay,AU,-35.7167,150.1833,73.2,67,99,8.75,overcast clouds
244,Gimli,CA,50.6336,-96.9907,21.22,68,82,14.97,broken clouds
245,Pelym,RU,61.0108,61.9978,15.76,96,100,4.7,overcast clouds
246,Egvekinot,RU,66.3167,-179.1667,-6.07,74,7,10.0,clear sky
247,Bethel,US,41.3712,-73.414,39.04,59,1,1.01,clear sky
248,Harrisonburg,US,38.4496,-78.8689,38.8,50,1,3.44,clear sky
249,Gigmoto,PH,13.7796,124.39,83.48,78,60,8.21,broken clouds
250,Awbari,LY,26.5921,12.7805,63.77,41,78,6.6,broken clouds
251,Magadan,RU,59.5667,150.8,6.53,71,3,11.95,clear sky
252,Russell,US,32.3502,-85.1999,51.4,44,1,11.5,clear sky
253,Kangaatsiaq,GL,68.3065,-53.4641,21.72,67,97,4.47,overcast clouds
254,Kombissiri,BF,12.0656,-1.3375,76.98,22,4,5.99,clear sky
255,Port Moresby,PG,-9.4431,147.1797,89.02,62,40,14.97,scattered clouds
256,Malinovoye Ozero,RU,51.6753,79.7825,31.66,96,100,19.08,light snow
257,Gloversville,US,43.0528,-74.3438,32.56,80,40,3.0,scattered clouds
258,Qaqortoq,GL,60.7167,-46.0333,23.5,84,4,3.78,clear sky
259,San Lawrenz,MT,36.0553,14.204,58.41,62,74,14.56,broken clouds
260,Terra Santa,BR,-2.1042,-56.4869,74.59,93,91,1.36,overcast clouds
261,Santa Maria,BR,-29.6842,-53.8069,76.3,65,0,1.14,clear sky
262,Dubbo,AU,-32.25,148.6167,77.13,53,40,11.5,scattered clouds
263,Virginia Beach,US,36.8529,-75.978,50.05,66,90,16.11,overcast clouds
264,Port-Gentil,GA,-0.7193,8.7815,79.36,86,97,7.54,light rain
265,Zhangye,CN,38.9342,100.4517,29.14,32,0,2.73,clear sky
266,Korla,CN,41.7597,86.1469,26.42,63,11,2.04,few clouds
267,Mar Del Plata,AR,-38.0023,-57.5575,57.22,68,0,1.99,clear sky
268,Vestmannaeyjar,IS,63.4427,-20.2734,41.94,84,100,15.64,moderate rain
269,Malangali,TZ,-8.5667,34.85,61.92,66,61,7.36,broken clouds
270,Pitimbu,BR,-7.4706,-34.8086,79.39,72,65,8.97,broken clouds
271,Mao,ES,39.8885,4.2658,50.56,93,0,4.61,clear sky
272,Fairbanks,US,64.8378,-147.7164,2.1,61,90,16.11,light snow
273,Leh,IN,34.1667,77.5833,13.06,52,0,3.74,clear sky
274,Sucua,EC,-2.4667,-78.1667,68.22,98,69,2.73,broken clouds
275,Cockburn Town,TC,21.4612,-71.1419,81.03,76,4,12.17,clear sky
276,Ormara,PK,25.2088,64.6357,74.91,32,8,2.33,clear sky
277,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.5,74,89,11.05,overcast clouds
278,Yeppoon,AU,-23.1333,150.7333,78.58,70,47,14.41,scattered clouds
279,Armidale,AU,-30.5167,151.65,67.8,71,82,9.1,broken clouds
280,Lieksa,FI,63.3167,30.0167,25.83,90,100,5.44,light snow
281,Aykhal,RU,66.0,111.5,-28.14,100,89,6.91,overcast clouds
282,General Roca,AR,-39.0333,-67.5833,72.63,17,1,7.96,clear sky
283,Vasai,IN,19.47,72.8,80.69,76,75,4.5,broken clouds
284,Asau,RO,46.4333,26.4,44.76,83,100,3.02,light rain
285,Outjo,NA,-20.1167,16.15,57.96,27,0,3.44,clear sky
286,Deputatskiy,RU,69.3,139.9,-21.42,95,92,5.35,overcast clouds
287,Miri,MY,4.4148,114.0089,82.54,83,40,4.61,scattered clouds
288,Soyo,AO,-6.1349,12.3689,78.1,87,100,3.76,overcast clouds
289,Divnomorskoye,RU,44.5011,38.1353,54.97,80,58,11.12,broken clouds
290,Lagoa,PT,39.05,-27.9833,64.85,86,45,19.55,scattered clouds
291,Kondinskoye,RU,59.6481,67.41,18.75,95,100,8.12,light snow
292,Sladkovo,RU,55.5284,70.3385,24.53,90,100,14.97,overcast clouds
293,Codrington,AU,-38.2667,141.9667,75.7,50,100,14.79,light rain
294,Vinces,EC,-1.55,-79.7333,75.09,64,100,6.44,overcast clouds
295,Soe,ID,-9.8607,124.284,85.3,44,54,4.29,broken clouds
296,Juegang,CN,32.3174,121.1855,43.66,32,100,10.83,overcast clouds
297,Namatanai,PG,-3.6667,152.4333,82.85,74,93,8.97,light rain
298,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,74.16,57,18,0.98,few clouds
299,San Cristobal,VE,7.7669,-72.225,69.98,98,55,1.66,broken clouds
300,Hami,CN,42.8,93.45,28.89,47,78,3.78,broken clouds
301,Kapoeta,SS,4.7717,33.5903,77.94,54,100,4.34,overcast clouds
302,Yar-Sale,RU,66.8333,70.8333,14.99,96,100,6.31,light snow
303,Elko,US,41.0002,-115.5012,36.64,46,0,3.0,clear sky
304,Briancon,FR,44.9,6.65,39.51,94,82,4.74,broken clouds
305,Coihaique,CL,-45.5752,-72.0662,45.45,85,96,5.59,overcast clouds
306,Pisco,PE,-13.7,-76.2167,66.25,82,90,12.66,overcast clouds
307,Mersing,MY,2.4312,103.8405,78.71,89,40,4.61,moderate rain
308,Saint-Augustin,CA,51.226,-58.6502,40.17,82,100,19.24,overcast clouds
309,Oistins,BB,13.0667,-59.5333,78.89,78,40,11.5,scattered clouds
310,Pangnirtung,CA,66.1451,-65.7125,22.21,76,100,15.5,overcast clouds
311,Alenquer,BR,-1.9417,-54.7383,75.54,90,73,0.04,broken clouds
312,Dombovar,HU,46.3766,18.137,43.61,91,100,6.4,light rain
313,Rabo De Peixe,PT,37.8,-25.5833,67.28,99,40,16.11,scattered clouds
314,Mukhen,RU,48.1,136.1,18.73,77,99,13.09,overcast clouds
315,Jutai,BR,-5.1833,-68.9,73.78,98,100,2.15,overcast clouds
316,Tilichiki,RU,60.4667,166.1,3.81,87,100,9.48,overcast clouds
317,Matara,LK,5.9485,80.5353,82.13,75,85,3.65,overcast clouds
318,Manakara,MG,-22.1333,48.0167,73.02,85,48,6.02,scattered clouds
319,Nador,MA,35.174,-2.9287,61.05,41,0,6.91,clear sky
320,Bull Savanna,JM,17.8868,-77.5902,73.62,82,51,5.39,broken clouds
321,Tautira,PF,-17.7333,-149.15,84.22,78,84,12.8,light rain
322,Sanmenxia,CN,34.7747,111.1814,43.2,27,0,6.85,clear sky
323,Sola,VU,-13.8833,167.55,82.72,75,24,13.22,few clouds
324,Maxixe,MZ,-23.8597,35.3472,72.16,86,100,5.91,light rain
325,Mardin,TR,37.3131,40.7436,36.66,100,0,3.44,clear sky
326,Camana,PE,-16.6228,-72.7111,66.18,83,100,5.48,overcast clouds
327,Dandong,CN,40.1292,124.3947,26.22,33,1,12.95,clear sky
328,Puro,PH,12.4841,123.3827,84.36,74,52,11.92,broken clouds
329,Llanes,ES,43.4198,-4.7549,53.89,83,100,18.32,overcast clouds
330,Neuquen,AR,-38.9516,-68.0591,66.09,55,0,0.0,clear sky
331,San-Pedro,CI,4.7485,-6.6363,76.96,85,6,1.14,clear sky
332,Sioux Lookout,CA,50.1001,-91.917,15.87,79,75,3.44,light snow
333,Kutum,SD,14.2,24.6667,58.24,40,3,6.91,clear sky
334,Mehamn,NO,71.0357,27.8492,20.43,66,100,6.6,overcast clouds
335,Harper,LR,4.375,-7.7169,78.4,83,11,4.52,few clouds
336,Kingman,US,35.1894,-114.053,60.89,22,1,6.91,clear sky
337,Along,IN,28.1667,94.7667,67.41,59,94,0.96,overcast clouds
338,Rehoboth,NA,-23.3167,17.0833,54.59,42,0,4.25,clear sky
339,Sorland,NO,67.667,12.6934,41.25,68,100,28.32,overcast clouds
340,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,8.05,few clouds
341,Hirara,JP,24.8,125.2833,68.27,77,75,11.5,broken clouds
342,Candolim,IN,15.5181,73.7626,77.0,94,40,4.61,mist
343,Samarai,PG,-10.6167,150.6667,85.89,70,18,15.46,few clouds
344,Tezu,IN,27.9167,96.1667,70.12,69,96,2.28,overcast clouds
345,Mana,GF,5.6592,-53.7767,77.18,91,84,7.11,broken clouds
346,Waitara,NZ,-38.925,174.25,71.73,54,30,10.13,scattered clouds
347,Nortelandia,BR,-14.4547,-56.8028,74.14,94,100,3.44,overcast clouds
348,Zhoucheng,CN,35.9122,116.3117,43.56,32,0,8.05,clear sky
349,Beyneu,KZ,45.3167,55.2,41.83,79,34,7.49,scattered clouds
